CURSO;COD_RUCT;TITULACION;CENTRO;P_NO_DESEMPLEADOS
2020-21;2500739;GRADO EN ARQUITECTURA TÉCNICA;E.T.S. DE INGENIERÍA DE EDIFICACIÓN;83,640000
2020-21;2500801;GRADO EN CIENCIAS AMBIENTALES;ESCUELA POLITECNICA SUPERIOR DE GANDIA;75,000000
2020-21;2501354;GRADO EN COMUNICACIÓN AUDIOVISUAL;ESCUELA POLITECNICA SUPERIOR DE GANDIA;70,000000
2020-21;2501355;GRADO EN TURISMO;ESCUELA POLITECNICA SUPERIOR DE GANDIA;72,730000
2020-21;2501356;GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS;E. POLITÉCNICA SUPERIOR DE ALCOY;90,480000
2020-21;2501356;GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS;E.T.S. DE INGENIERIA DEL DISEÑO;87,300000
2020-21;2501484;GRADO EN BELLAS ARTES;FACULTAD DE BELLAS ARTES;73,120000
2020-21;2501485;GRADO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES;FACULTAD DE BELLAS ARTES;67,860000
2020-21;2501486;GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS;81,820000
2020-21;2501649;GRADO EN BIOTECNOLOGÍA;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;100,000000
2020-21;2501650;GRADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;95,450000
2020-21;2501651;GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS;E. POLITÉCNICA SUPERIOR DE ALCOY;92,000000
2020-21;2501651;GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS;FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS;100,000000
2020-21;2501653;GRADO EN INGENIERÍA AEROESPACIAL;E.T.S. DE INGENIERIA DEL DISEÑO;100,000000
2020-21;2501654;GRADO EN INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;85,370000
2020-21;2501655;GRADO EN INGENIERÍA ELÉCTRICA;E. POLITÉCNICA SUPERIOR DE ALCOY;100,000000
2020-21;2501655;GRADO EN INGENIERÍA ELÉCTRICA;E.T.S. DE INGENIERIA DEL DISEÑO;90,910000
2020-21;2501656;GRADO EN INGENIERÍA ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA;E.T.S. DE INGENIERIA DEL DISEÑO;100,000000
2020-21;2501657;GRADO EN INGENIERÍA GEOMÁTICA Y TOPOGRAFÍA;E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.;94,440000
2020-21;2501658;GRADO EN INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL;E.T.S.I. INDUSTRIALES;100,000000
2020-21;2501659;GRADO EN INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES;E.T.S.I. INDUSTRIALES;92,780000
2020-21;2501660;GRADO EN INGENIERÍA FORESTAL Y DEL MEDIO NATURAL;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;93,330000
2020-21;2501661;GRADO EN INGENIERÍA INFORMÁTICA;E. POLITÉCNICA SUPERIOR DE ALCOY;66,670000
2020-21;2501661;GRADO EN INGENIERÍA INFORMÁTICA;E.T.S. DE INGENIERÍA INFORMÁTICA;94,510000
2020-21;2501662;GRADO EN INGENIERÍA QUÍMICA;E. POLITÉCNICA SUPERIOR DE ALCOY;80,000000
2020-21;2501662;GRADO EN INGENIERÍA QUÍMICA;E.T.S.I. INDUSTRIALES;91,670000
2020-21;2501663;GRADO EN INGENIERÍA DE SISTEMAS DE TELECOMUNICACIÓN, SONIDO E IMAGEN;ESCUELA POLITECNICA SUPERIOR DE GANDIA;100,000000
2020-21;2502182;GRADO EN INGENIERÍA MECÁNICA;E. POLITÉCNICA SUPERIOR DE ALCOY;88,000000
2020-21;2502182;GRADO EN INGENIERÍA MECÁNICA;E.T.S. DE INGENIERIA DEL DISEÑO;97,100000
2020-21;2502405;GRADO EN INGENIERÍA DE OBRAS PÚBLICAS;E.T.S.I. CAMINOS, CANALES Y PUERTOS;81,580000
2020-21;2502407;GRADO EN INGENIERÍA DE TECNOLOGÍAS Y SERVICIOS DE TELECOMUNICACIÓN;E.T.S.I. DE TELECOMUNICACIÓN;95,740000
2020-21;2502507;GRADO EN INGENIERÍA CIVIL;E.T.S.I. CAMINOS, CANALES Y PUERTOS;96,970000
2020-21;2502660;GRADO EN INGENIERÍA DE LA ENERGÍA;E.T.S.I. INDUSTRIALES;91,670000
2020-21;2502731;GRADO EN INGENIERÍA BIOMÉDICA;E.T.S.I. INDUSTRIALES;100,000000
2020-21;2503025;GRADO EN FUNDAMENTOS DE LA ARQUITECTURA;E.T.S. DE ARQUITECTURA;98,720000
2020-21;4310280;MÁSTER UNIVERSITARIO EN EDIFICACIÓN;E.T.S. DE INGENIERÍA DE EDIFICACIÓN;75,000000
2020-21;4310282;MÁSTER UNIVERSITARIO EN INGENIERÍA ACÚSTICA;ESCUELA POLITECNICA SUPERIOR DE GANDIA;100,000000
2020-21;4310284;MÁSTER UNIVERSITARIO EN INGENIERÍA DE COMPUTADORES Y REDES;UNIDAD DE MÁSTERES UNIVERSITARIOS;100,000000
2020-21;4310288;MÁSTER UNIVERSITARIO EN TRANSPORTE, TERRITORIO Y URBANISMO;E.T.S.I. CAMINOS, CANALES Y PUERTOS;100,000000
2020-21;4310468;MÁSTER UNIVERSITARIO EN SANIDAD Y PRODUCCIÓN VEGETAL;UNIDAD DE MÁSTERES UNIVERSITARIOS;100,000000
2020-21;4310569;MÁSTER UNIVERSITARIO EN INGENIERÍA AVANZADA DE PRODUCCIÓN, LOGÍSTICA Y CADENA DE SUMINISTRO;E.T.S.I. INDUSTRIALES;100,000000
2020-21;4310809;MÁSTER UNIVERSITARIO EN ARTES VISUALES Y MULTIMEDIA;UNIDAD DE MÁSTERES UNIVERSITARIOS;60,000000
2020-21;4310811;MÁSTER UNIVERSITARIO EN SEGURIDAD INDUSTRIAL Y MEDIO AMBIENTE;UNIDAD DE MÁSTERES UNIVERSITARIOS;50,000000
2020-21;4310813;MÁSTER UNIVERSITARIO EN GESTIÓN DE EMPRESAS, PRODUCTOS Y SERVICIOS;FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS;100,000000
2020-21;4310814;MÁSTER UNIVERSITARIO EN DIRECCIÓN FINANCIERA Y FISCAL;FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS;87,500000
2020-21;4310898;MÁSTER UNIVERSITARIO EN DIRECCIÓN Y GESTIÓN DE PROYECTOS;E.T.S.I. INDUSTRIALES;100,000000
2020-21;4310960;MÁSTER UNIVERSITARIO EN GESTIÓN CULTURAL;UNIDAD DE MÁSTERES UNIVERSITARIOS;75,000000
2020-21;4310963;MÁSTER UNIVERSITARIO EN ARQUITECTURA AVANZADA, PAISAJE, URBANISMO Y DISEÑO;E.T.S. DE ARQUITECTURA;100,000000
2020-21;4310964;MÁSTER UNIVERSITARIO EN AUTOMÁTICA E INFORMÁTICA INDUSTRIAL;UNIDAD DE MÁSTERES UNIVERSITARIOS;100,000000
2020-21;4310965;MÁSTER UNIVERSITARIO EN CIENCIA E INGENIERÍA DE LOS ALIMENTOS;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;87,500000
2020-21;4310966;MÁSTER UNIVERSITARIO EN CONSERVACIÓN DEL PATRIMONIO ARQUITECTÓNICO;E.T.S. DE ARQUITECTURA;90,000000
2020-21;4310967;MÁSTER UNIVERSITARIO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES;UNIDAD DE MÁSTERES UNIVERSITARIOS;77,780000
2020-21;4310968;MÁSTER UNIVERSITARIO EN CONSTRUCCIONES E INSTALACIONES INDUSTRIALES;E.T.S.I. INDUSTRIALES;100,000000
2020-21;4310969;MÁSTER UNIVERSITARIO EN DISEÑO Y FABRICACIÓN INTEGRADA ASISTIDOS POR COMPUTADOR;E.T.S. DE INGENIERIA DEL DISEÑO;83,330000
2020-21;4310971;MÁSTER UNIVERSITARIO EN INGENIERÍA DE SISTEMAS ELECTRÓNICOS;E.T.S.I. DE TELECOMUNICACIÓN;100,000000
2020-21;4310972;MÁSTER UNIVERSITARIO EN INGENIERÍA Y TECNOLOGÍA DE SISTEMAS SOFTWARE;UNIDAD DE MÁSTERES UNIVERSITARIOS;100,000000
2020-21;4310973;MÁSTER UNIVERSITARIO EN INGENIERÍA DEL DISEÑO;E.T.S. DE INGENIERIA DEL DISEÑO;100,000000
2020-21;4310974;MÁSTER UNIVERSITARIO EN INGENIERÍA DEL HORMIGÓN;UNIDAD DE MÁSTERES UNIVERSITARIOS;50,000000
2020-21;4310975;MÁSTER UNIVERSITARIO EN INGENIERÍA DEL MANTENIMIENTO;E.T.S. DE INGENIERIA DEL DISEÑO;100,000000
2020-21;4310976;MÁSTER UNIVERSITARIO EN PLANIFICACIÓN Y GESTIÓN EN INGENIERÍA CIVIL;E.T.S.I. CAMINOS, CANALES Y PUERTOS;100,000000
2020-21;4310977;MÁSTER UNIVERSITARIO EN INGENIERÍA HIDRÁULICA Y MEDIO AMBIENTE;UNIDAD DE MÁSTERES UNIVERSITARIOS;94,120000
2020-21;4310978;MÁSTER UNIVERSITARIO EN INGENIERÍA MECÁNICA;UNIDAD DE MÁSTERES UNIVERSITARIOS;33,330000
2020-21;4310979;MÁSTER UNIVERSITARIO EN INTELIGENCIA ARTIFICIAL, RECONOCIMIENTO DE FORMAS E IMAGEN DIGITAL;UNIDAD DE MÁSTERES UNIVERSITARIOS;90,000000
2020-21;4310980;MÁSTER UNIVERSITARIO EN SISTEMAS PROPULSIVOS PARA UNA MOVILIDAD SOSTENIBLE;UNIDAD DE MÁSTERES UNIVERSITARIOS;100,000000
2020-21;4310981;MÁSTER UNIVERSITARIO EN TECNOLOGÍA ENERGÉTICA PARA DESARROLLO SOSTENIBLE;E.T.S.I. INDUSTRIALES;100,000000
2020-21;4310982;MÁSTER UNIVERSITARIO EN TECNOLOGÍAS, SISTEMAS Y REDES DE COMUNICACIONES;E.T.S.I. DE TELECOMUNICACIÓN;100,000000
2020-21;4311602;MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA BIOMÉDICA;UNIDAD DE MÁSTERES UNIVERSITARIOS;88,890000
2020-21;4311603;MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA MOLECULAR Y CELULAR DE PLANTAS;UNIDAD DE MÁSTERES UNIVERSITARIOS;83,330000
2020-21;4311604;MÁSTER UNIVERSITARIO EN ECONOMÍA AGROALIMENTARIA Y DEL MEDIO AMBIENTE;UNIDAD DE MÁSTERES UNIVERSITARIOS;60,000000
2020-21;4311605;MÁSTER UNIVERSITARIO EN GESTIÓN DE LA SEGURIDAD Y CALIDAD ALIMENTARIA;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;100,000000
2020-21;4311606;MÁSTER UNIVERSITARIO EN INGENIERÍA DE ANÁLISIS DE DATOS, MEJORA DE PROCESOS Y TOMA DE DECISIONES;UNIDAD DE MÁSTERES UNIVERSITARIOS;100,000000
2020-21;4311609;MÁSTER UNIVERSITARIO EN LENGUAS Y TECNOLOGÍA;UNIDAD DE MÁSTERES UNIVERSITARIOS;100,000000
2020-21;4311612;MÁSTER UNIVERSITARIO EN POSTPRODUCCIÓN DIGITAL;ESCUELA POLITECNICA SUPERIOR DE GANDIA;80,000000
2020-21;4311613;MÁSTER UNIVERSITARIO EN PREVENCIÓN DE RIESGOS LABORALES;UNIDAD DE MÁSTERES UNIVERSITARIOS;100,000000
2020-21;4311614;MÁSTER UNIVERSITARIO EN PRODUCCIÓN ARTÍSTICA;FACULTAD DE BELLAS ARTES;87,500000
2020-21;4311725;MÁSTER UNIVERSITARIO EN COOPERACIÓN AL DESARROLLO;UNIDAD DE MÁSTERES UNIVERSITARIOS;100,000000
2020-21;4311726;MÁSTER UNIVERSITARIO EN INGENIERÍA AMBIENTAL;E.T.S.I. CAMINOS, CANALES Y PUERTOS;71,430000
2020-21;4312033;MÁSTER UNIVERSITARIO EN ACUICULTURA;UNIDAD DE MÁSTERES UNIVERSITARIOS;100,000000
2020-21;4312991;MÁSTER UNIVERSITARIO EN EVALUACIÓN Y SEGUIMIENTO AMBIENTAL DE ECOSISTEMAS MARINOS Y COSTEROS;ESCUELA POLITECNICA SUPERIOR DE GANDIA;100,000000
2020-21;4313930;MÁSTER UNIVERSITARIO EN INVESTIGACIÓN MATEMÁTICA;UNIDAD DE MÁSTERES UNIVERSITARIOS;100,000000
2020-21;4314065;MÁSTER UNIVERSITARIO EN INGENIERÍA, PROCESADO Y CARACTERIZACIÓN DE MATERIALES;E. POLITÉCNICA SUPERIOR DE ALCOY;100,000000
2020-21;4314067;MÁSTER UNIVERSITARIO EN INGENIERÍA MECATRÓNICA;E.T.S. DE INGENIERIA DEL DISEÑO;100,000000
2020-21;4314071;MÁSTER UNIVERSITARIO EN INGENIERÍA DE ORGANIZACIÓN Y LOGÍSTICA;E. POLITÉCNICA SUPERIOR DE ALCOY;100,000000
2020-21;4314473;MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;80,000000
2020-21;4314518;MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN;E.T.S.I. DE TELECOMUNICACIÓN;100,000000
2020-21;4314521;MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA;E.T.S. DE INGENIERIA DEL DISEÑO;95,000000
2020-21;4314523;MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA;E.T.S.I. INDUSTRIALES;100,000000
2020-21;4314524;MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL;E.T.S.I. INDUSTRIALES;98,360000
2020-21;4314526;MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA;E.T.S. DE INGENIERÍA INFORMÁTICA;83,330000
2020-21;4314528;MÁSTER UNIVERSITARIO EN ENOLOGÍA;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;0,000000
2020-21;4314529;MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA;E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL;100,000000
2020-21;4314646;MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN;E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.;85,710000
2020-21;4314647;MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS;E.T.S.I. CAMINOS, CANALES Y PUERTOS;92,860000
2020-21;4314825;MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA);E. POLITÉCNICA SUPERIOR DE ALCOY;100,000000
2020-21;4315002;MÁSTER UNIVERSITARIO EN INGENIERÍA TEXTIL;E. POLITÉCNICA SUPERIOR DE ALCOY;100,000000
2020-21;4315070;MÁSTER UNIVERSITARIO EN ARQUITECTURA;E.T.S. DE ARQUITECTURA;100,000000
2020-21;4315921;MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA;E.T.S.I. INDUSTRIALES;100,000000
