CURSO,COD_RUCT,TITULACION,CENTRO,porcentaje_no_desempleados,año,porcentaje_desempleados,nivel_empleabilidad
2020-21,4310960,MÁSTER UNIVERSITARIO EN GESTIÓN CULTURAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,75.0,2020,25.0,Buena
2020-21,4310963,"MÁSTER UNIVERSITARIO EN ARQUITECTURA AVANZADA, PAISAJE, URBANISMO Y DISEÑO",E.T.S. DE ARQUITECTURA,100.0,2020,0.0,Excelente
2020-21,4310964,MÁSTER UNIVERSITARIO EN AUTOMÁTICA E INFORMÁTICA INDUSTRIAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2020,0.0,Excelente
2020-21,4310965,MÁSTER UNIVERSITARIO EN CIENCIA E INGENIERÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,87.5,2020,12.5,Muy buena
2020-21,4310966,MÁSTER UNIVERSITARIO EN CONSERVACIÓN DEL PATRIMONIO ARQUITECTÓNICO,E.T.S. DE ARQUITECTURA,90.0,2020,10.0,Excelente
2020-21,4310967,MÁSTER UNIVERSITARIO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,77.78,2020,22.22,Buena
2020-21,4310968,MÁSTER UNIVERSITARIO EN CONSTRUCCIONES E INSTALACIONES INDUSTRIALES,E.T.S.I. INDUSTRIALES,100.0,2020,0.0,Excelente
2020-21,4310969,MÁSTER UNIVERSITARIO EN DISEÑO Y FABRICACIÓN INTEGRADA ASISTIDOS POR COMPUTADOR,E.T.S. DE INGENIERIA DEL DISEÑO,83.33,2020,16.67,Muy buena
2020-21,4310971,MÁSTER UNIVERSITARIO EN INGENIERÍA DE SISTEMAS ELECTRÓNICOS,E.T.S.I. DE TELECOMUNICACIÓN,100.0,2020,0.0,Excelente
2020-21,4310972,MÁSTER UNIVERSITARIO EN INGENIERÍA Y TECNOLOGÍA DE SISTEMAS SOFTWARE,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2020,0.0,Excelente
2020-21,4310973,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL DISEÑO,E.T.S. DE INGENIERIA DEL DISEÑO,100.0,2020,0.0,Excelente
2020-21,4310974,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL HORMIGÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,50.0,2020,50.0,Baja
2020-21,4310975,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL MANTENIMIENTO,E.T.S. DE INGENIERIA DEL DISEÑO,100.0,2020,0.0,Excelente
2020-21,4310976,MÁSTER UNIVERSITARIO EN PLANIFICACIÓN Y GESTIÓN EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",100.0,2020,0.0,Excelente
2020-21,4310977,MÁSTER UNIVERSITARIO EN INGENIERÍA HIDRÁULICA Y MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,94.12,2020,5.8799999999999955,Excelente
2020-21,4310978,MÁSTER UNIVERSITARIO EN INGENIERÍA MECÁNICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,33.33,2020,66.67,Baja
2020-21,4310979,"MÁSTER UNIVERSITARIO EN INTELIGENCIA ARTIFICIAL, RECONOCIMIENTO DE FORMAS E IMAGEN DIGITAL",UNIDAD DE MÁSTERES UNIVERSITARIOS,90.0,2020,10.0,Excelente
2020-21,4310980,MÁSTER UNIVERSITARIO EN SISTEMAS PROPULSIVOS PARA UNA MOVILIDAD SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2020,0.0,Excelente
2020-21,4310981,MÁSTER UNIVERSITARIO EN TECNOLOGÍA ENERGÉTICA PARA DESARROLLO SOSTENIBLE,E.T.S.I. INDUSTRIALES,100.0,2020,0.0,Excelente
2020-21,4310982,"MÁSTER UNIVERSITARIO EN TECNOLOGÍAS, SISTEMAS Y REDES DE COMUNICACIONES",E.T.S.I. DE TELECOMUNICACIÓN,100.0,2020,0.0,Excelente
2020-21,4311602,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA BIOMÉDICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,88.89,2020,11.11,Muy buena
2020-21,4311603,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA MOLECULAR Y CELULAR DE PLANTAS,UNIDAD DE MÁSTERES UNIVERSITARIOS,83.33,2020,16.67,Muy buena
2020-21,4311604,MÁSTER UNIVERSITARIO EN ECONOMÍA AGROALIMENTARIA Y DEL MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,60.0,2020,40.0,Media
2020-21,4311605,MÁSTER UNIVERSITARIO EN GESTIÓN DE LA SEGURIDAD Y CALIDAD ALIMENTARIA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,100.0,2020,0.0,Excelente
2020-21,4311606,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE ANÁLISIS DE DATOS, MEJORA DE PROCESOS Y TOMA DE DECISIONES",UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2020,0.0,Excelente
2020-21,4311609,MÁSTER UNIVERSITARIO EN LENGUAS Y TECNOLOGÍA,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2020,0.0,Excelente
2020-21,4311612,MÁSTER UNIVERSITARIO EN POSTPRODUCCIÓN DIGITAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,80.0,2020,20.0,Muy buena
2020-21,4311613,MÁSTER UNIVERSITARIO EN PREVENCIÓN DE RIESGOS LABORALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2020,0.0,Excelente
2020-21,4311614,MÁSTER UNIVERSITARIO EN PRODUCCIÓN ARTÍSTICA,FACULTAD DE BELLAS ARTES,87.5,2020,12.5,Muy buena
2020-21,4311725,MÁSTER UNIVERSITARIO EN COOPERACIÓN AL DESARROLLO,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2020,0.0,Excelente
2020-21,4311726,MÁSTER UNIVERSITARIO EN INGENIERÍA AMBIENTAL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",71.43,2020,28.569999999999993,Buena
2020-21,4312033,MÁSTER UNIVERSITARIO EN ACUICULTURA,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2020,0.0,Excelente
2020-21,4312991,MÁSTER UNIVERSITARIO EN EVALUACIÓN Y SEGUIMIENTO AMBIENTAL DE ECOSISTEMAS MARINOS Y COSTEROS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,100.0,2020,0.0,Excelente
2020-21,4313930,MÁSTER UNIVERSITARIO EN INVESTIGACIÓN MATEMÁTICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2020,0.0,Excelente
2020-21,4314065,"MÁSTER UNIVERSITARIO EN INGENIERÍA, PROCESADO Y CARACTERIZACIÓN DE MATERIALES",E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2020,0.0,Excelente
2020-21,4314067,MÁSTER UNIVERSITARIO EN INGENIERÍA MECATRÓNICA,E.T.S. DE INGENIERIA DEL DISEÑO,100.0,2020,0.0,Excelente
2020-21,4314071,MÁSTER UNIVERSITARIO EN INGENIERÍA DE ORGANIZACIÓN Y LOGÍSTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2020,0.0,Excelente
2020-21,4314473,MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,80.0,2020,20.0,Muy buena
2020-21,4314518,MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,100.0,2020,0.0,Excelente
2020-21,4314521,MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA,E.T.S. DE INGENIERIA DEL DISEÑO,95.0,2020,5.0,Excelente
2020-21,4314523,MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,100.0,2020,0.0,Excelente
2020-21,4314524,MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL,E.T.S.I. INDUSTRIALES,98.36,2020,1.6400000000000006,Excelente
2020-21,4314526,MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,83.33,2020,16.67,Muy buena
2020-21,4314528,MÁSTER UNIVERSITARIO EN ENOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,0.0,2020,100.0,Baja
2020-21,4314529,MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,100.0,2020,0.0,Excelente
2020-21,4314646,MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",85.71,2020,14.290000000000006,Muy buena
2020-21,4314647,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS","E.T.S.I. CAMINOS, CANALES Y PUERTOS",92.86,2020,7.140000000000001,Excelente
2020-21,4314825,MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA),E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2020,0.0,Excelente
2020-21,4315002,MÁSTER UNIVERSITARIO EN INGENIERÍA TEXTIL,E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2020,0.0,Excelente
2020-21,4315070,MÁSTER UNIVERSITARIO EN ARQUITECTURA,E.T.S. DE ARQUITECTURA,100.0,2020,0.0,Excelente
2020-21,4315921,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,100.0,2020,0.0,Excelente
2021-22,2500739,GRADO EN ARQUITECTURA TÉCNICA,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,90.32,2021,9.680000000000007,Excelente
2021-22,2500801,GRADO EN CIENCIAS AMBIENTALES,ESCUELA POLITECNICA SUPERIOR DE GANDIA,100.0,2021,0.0,Excelente
2021-22,2501354,GRADO EN COMUNICACIÓN AUDIOVISUAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,84.21,2021,15.790000000000006,Muy buena
2021-22,2501355,GRADO EN TURISMO,ESCUELA POLITECNICA SUPERIOR DE GANDIA,100.0,2021,0.0,Excelente
2021-22,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2021,0.0,Excelente
2021-22,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E.T.S. DE INGENIERIA DEL DISEÑO,92.73,2021,7.269999999999996,Excelente
2021-22,2501484,GRADO EN BELLAS ARTES,FACULTAD DE BELLAS ARTES,82.52,2021,17.480000000000004,Muy buena
2021-22,2501485,GRADO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,FACULTAD DE BELLAS ARTES,75.0,2021,25.0,Buena
2021-22,2501486,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,100.0,2021,0.0,Excelente
2021-22,2501649,GRADO EN BIOTECNOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,96.67,2021,3.3299999999999983,Excelente
2021-22,2501650,GRADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,100.0,2021,0.0,Excelente
2021-22,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,E. POLITÉCNICA SUPERIOR DE ALCOY,95.45,2021,4.549999999999997,Excelente
2021-22,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,100.0,2021,0.0,Excelente
2021-22,2501653,GRADO EN INGENIERÍA AEROESPACIAL,E.T.S. DE INGENIERIA DEL DISEÑO,100.0,2021,0.0,Excelente
2021-22,2501654,GRADO EN INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,80.95,2021,19.049999999999997,Muy buena
2021-22,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E. POLITÉCNICA SUPERIOR DE ALCOY,90.48,2021,9.519999999999996,Excelente
2021-22,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E.T.S. DE INGENIERIA DEL DISEÑO,100.0,2021,0.0,Excelente
2021-22,2501656,GRADO EN INGENIERÍA ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA,E.T.S. DE INGENIERIA DEL DISEÑO,96.08,2021,3.9200000000000017,Excelente
2021-22,2501657,GRADO EN INGENIERÍA GEOMÁTICA Y TOPOGRAFÍA,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",100.0,2021,0.0,Excelente
2021-22,2501658,GRADO EN INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL,E.T.S.I. INDUSTRIALES,100.0,2021,0.0,Excelente
2021-22,2501659,GRADO EN INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES,E.T.S.I. INDUSTRIALES,97.85,2021,2.1500000000000057,Excelente
2021-22,2501660,GRADO EN INGENIERÍA FORESTAL Y DEL MEDIO NATURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,92.31,2021,7.689999999999998,Excelente
2021-22,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2021,0.0,Excelente
2021-22,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,98.88,2021,1.1200000000000045,Excelente
2021-22,2501662,GRADO EN INGENIERÍA QUÍMICA,E. POLITÉCNICA SUPERIOR DE ALCOY,88.89,2021,11.11,Muy buena
2021-22,2501662,GRADO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,96.77,2021,3.230000000000004,Excelente
2021-22,2501663,"GRADO EN INGENIERÍA DE SISTEMAS DE TELECOMUNICACIÓN, SONIDO E IMAGEN",ESCUELA POLITECNICA SUPERIOR DE GANDIA,92.31,2021,7.689999999999998,Excelente
2021-22,2502182,GRADO EN INGENIERÍA MECÁNICA,E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2021,0.0,Excelente
2021-22,2502182,GRADO EN INGENIERÍA MECÁNICA,E.T.S. DE INGENIERIA DEL DISEÑO,97.44,2021,2.5600000000000023,Excelente
2021-22,2502405,GRADO EN INGENIERÍA DE OBRAS PÚBLICAS,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",92.31,2021,7.689999999999998,Excelente
2021-22,2502407,GRADO EN INGENIERÍA DE TECNOLOGÍAS Y SERVICIOS DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,97.3,2021,2.700000000000003,Excelente
2021-22,2502507,GRADO EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",100.0,2021,0.0,Excelente
2021-22,2502660,GRADO EN INGENIERÍA DE LA ENERGÍA,E.T.S.I. INDUSTRIALES,100.0,2021,0.0,Excelente
2021-22,2502731,GRADO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,100.0,2021,0.0,Excelente
2021-22,2503025,GRADO EN FUNDAMENTOS DE LA ARQUITECTURA,E.T.S. DE ARQUITECTURA,96.34,2021,3.6599999999999966,Excelente
2021-22,4310279,MÁSTER UNIVERSITARIO EN COMPUTACIÓN EN LA NUBE Y DE ALTAS PRESTACIONES / CLOUD AND HIGH-PERFORMANCE COMPUTING,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2021,0.0,Excelente
2021-22,4310280,MÁSTER UNIVERSITARIO EN EDIFICACIÓN,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,80.0,2021,20.0,Muy buena
2021-22,4310282,MÁSTER UNIVERSITARIO EN INGENIERÍA ACÚSTICA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,50.0,2021,50.0,Baja
2021-22,4310284,MÁSTER UNIVERSITARIO EN INGENIERÍA DE COMPUTADORES Y REDES,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2021,0.0,Excelente
2021-22,4310288,"MÁSTER UNIVERSITARIO EN TRANSPORTE, TERRITORIO Y URBANISMO","E.T.S.I. CAMINOS, CANALES Y PUERTOS",100.0,2021,0.0,Excelente
2021-22,4310468,MÁSTER UNIVERSITARIO EN SANIDAD Y PRODUCCIÓN VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2021,0.0,Excelente
2021-22,4310569,"MÁSTER UNIVERSITARIO EN INGENIERÍA AVANZADA DE PRODUCCIÓN, LOGÍSTICA Y CADENA DE SUMINISTRO",E.T.S.I. INDUSTRIALES,100.0,2021,0.0,Excelente
2021-22,4310809,MÁSTER UNIVERSITARIO EN ARTES VISUALES Y MULTIMEDIA,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2021,0.0,Excelente
2021-22,4310811,MÁSTER UNIVERSITARIO EN SEGURIDAD INDUSTRIAL Y MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2021,0.0,Excelente
2021-22,4310813,"MÁSTER UNIVERSITARIO EN GESTIÓN DE EMPRESAS, PRODUCTOS Y SERVICIOS",FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,100.0,2021,0.0,Excelente
2021-22,4310814,MÁSTER UNIVERSITARIO EN DIRECCIÓN FINANCIERA Y FISCAL,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,100.0,2021,0.0,Excelente
2021-22,4310898,MÁSTER UNIVERSITARIO EN DIRECCIÓN Y GESTIÓN DE PROYECTOS,E.T.S.I. INDUSTRIALES,75.0,2021,25.0,Buena
2021-22,4310960,MÁSTER UNIVERSITARIO EN GESTIÓN CULTURAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,50.0,2021,50.0,Baja
2021-22,4310963,"MÁSTER UNIVERSITARIO EN ARQUITECTURA AVANZADA, PAISAJE, URBANISMO Y DISEÑO",E.T.S. DE ARQUITECTURA,100.0,2021,0.0,Excelente
2021-22,4310965,MÁSTER UNIVERSITARIO EN CIENCIA E INGENIERÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,88.89,2021,11.11,Muy buena
2021-22,4310966,MÁSTER UNIVERSITARIO EN CONSERVACIÓN DEL PATRIMONIO ARQUITECTÓNICO,E.T.S. DE ARQUITECTURA,87.5,2021,12.5,Muy buena
2021-22,4310967,MÁSTER UNIVERSITARIO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,75.0,2021,25.0,Buena
2021-22,4310968,MÁSTER UNIVERSITARIO EN CONSTRUCCIONES E INSTALACIONES INDUSTRIALES,E.T.S.I. INDUSTRIALES,100.0,2021,0.0,Excelente
2021-22,4310969,MÁSTER UNIVERSITARIO EN DISEÑO Y FABRICACIÓN INTEGRADA ASISTIDOS POR COMPUTADOR,E.T.S. DE INGENIERIA DEL DISEÑO,100.0,2021,0.0,Excelente
2021-22,4310971,MÁSTER UNIVERSITARIO EN INGENIERÍA DE SISTEMAS ELECTRÓNICOS,E.T.S.I. DE TELECOMUNICACIÓN,100.0,2021,0.0,Excelente
2021-22,4310972,MÁSTER UNIVERSITARIO EN INGENIERÍA Y TECNOLOGÍA DE SISTEMAS SOFTWARE,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2021,0.0,Excelente
2021-22,4310973,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL DISEÑO,E.T.S. DE INGENIERIA DEL DISEÑO,100.0,2021,0.0,Excelente
2021-22,4310974,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL HORMIGÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2021,0.0,Excelente
2021-22,4310975,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL MANTENIMIENTO,E.T.S. DE INGENIERIA DEL DISEÑO,100.0,2021,0.0,Excelente
2021-22,4310976,MÁSTER UNIVERSITARIO EN PLANIFICACIÓN Y GESTIÓN EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",50.0,2021,50.0,Baja
2021-22,4310977,MÁSTER UNIVERSITARIO EN INGENIERÍA HIDRÁULICA Y MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2021,0.0,Excelente
2021-22,4310978,MÁSTER UNIVERSITARIO EN INGENIERÍA MECÁNICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2021,0.0,Excelente
2021-22,4310979,"MÁSTER UNIVERSITARIO EN INTELIGENCIA ARTIFICIAL, RECONOCIMIENTO DE FORMAS E IMAGEN DIGITAL",UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2021,0.0,Excelente
2021-22,4310980,MÁSTER UNIVERSITARIO EN SISTEMAS PROPULSIVOS PARA UNA MOVILIDAD SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2021,0.0,Excelente
2021-22,4310981,MÁSTER UNIVERSITARIO EN TECNOLOGÍA ENERGÉTICA PARA DESARROLLO SOSTENIBLE,E.T.S.I. INDUSTRIALES,100.0,2021,0.0,Excelente
