CURSO,COD_RUCT,TITULACION,CENTRO,porcentaje_no_desempleados,año,porcentaje_desempleados,nivel_empleabilidad
2022-23,4314473,MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,100.0,2022,0.0,Excelente
2022-23,4314518,MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,100.0,2022,0.0,Excelente
2022-23,4314521,MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA,E.T.S. DE INGENIERIA DEL DISEÑO,94.12,2022,5.8799999999999955,Excelente
2022-23,4314523,MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,88.89,2022,11.11,Muy buena
2022-23,4314524,MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL,E.T.S.I. INDUSTRIALES,98.25,2022,1.75,Excelente
2022-23,4314526,MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,100.0,2022,0.0,Excelente
2022-23,4314528,MÁSTER UNIVERSITARIO EN ENOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,100.0,2022,0.0,Excelente
2022-23,4314529,MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,100.0,2022,0.0,Excelente
2022-23,4314646,MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",100.0,2022,0.0,Excelente
2022-23,4314647,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS","E.T.S.I. CAMINOS, CANALES Y PUERTOS",96.97,2022,3.030000000000001,Excelente
2022-23,4314825,MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA),E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2022,0.0,Excelente
2022-23,4315002,MÁSTER UNIVERSITARIO EN INGENIERÍA TEXTIL,E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2022,0.0,Excelente
2022-23,4315070,MÁSTER UNIVERSITARIO EN ARQUITECTURA,E.T.S. DE ARQUITECTURA,97.01,2022,2.989999999999995,Excelente
2022-23,4315739,MÁSTER UNIVERSITARIO EN ARQUITECTURA DEL PAISAJE,E.T.S. DE ARQUITECTURA,100.0,2022,0.0,Excelente
2022-23,4315921,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,100.0,2022,0.0,Excelente
2022-23,4315941,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN SANIDAD VEGETAL EN AGRICULTURA SOSTENIBLE/ EUROPEAN MASTER DEGREE IN PLANT HEALTH IN SUSTAINABLE CROPPING SYSTEMS,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2022,0.0,Excelente
2022-23,4316135,MÁSTER UNIVERSITARIO EN GESTIÓN ADMINISTRATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,75.0,2022,25.0,Buena
2023-24,2500739,GRADO EN ARQUITECTURA TÉCNICA,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,100.0,2023,0.0,Excelente
2023-24,2500801,GRADO EN CIENCIAS AMBIENTALES,ESCUELA POLITECNICA SUPERIOR DE GANDIA,94.44,2023,5.560000000000002,Excelente
2023-24,2501354,GRADO EN COMUNICACIÓN AUDIOVISUAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,76.92,2023,23.08,Buena
2023-24,2501355,GRADO EN TURISMO,ESCUELA POLITECNICA SUPERIOR DE GANDIA,83.33,2023,16.67,Muy buena
2023-24,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E. POLITÉCNICA SUPERIOR DE ALCOY,96.67,2023,3.3299999999999983,Excelente
2023-24,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,90.16,2023,9.840000000000003,Excelente
2023-24,2501484,GRADO EN BELLAS ARTES,FACULTAD DE BELLAS ARTES,80.22,2023,19.78,Muy buena
2023-24,2501485,GRADO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,FACULTAD DE BELLAS ARTES,73.53,2023,26.47,Buena
2023-24,2501486,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,81.82,2023,18.180000000000007,Muy buena
2023-24,2501649,GRADO EN BIOTECNOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,94.44,2023,5.560000000000002,Excelente
2023-24,2501650,GRADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,84.0,2023,16.0,Muy buena
2023-24,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,E. POLITÉCNICA SUPERIOR DE ALCOY,80.0,2023,20.0,Muy buena
2023-24,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,92.16,2023,7.840000000000003,Excelente
2023-24,2501653,GRADO EN INGENIERÍA AEROESPACIAL,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,91.49,2023,8.510000000000005,Excelente
2023-24,2501654,GRADO EN INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,93.75,2023,6.25,Excelente
2023-24,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E. POLITÉCNICA SUPERIOR DE ALCOY,90.0,2023,10.0,Excelente
2023-24,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,92.59,2023,7.409999999999997,Excelente
2023-24,2501656,GRADO EN INGENIERÍA ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,100.0,2023,0.0,Excelente
2023-24,2501657,GRADO EN INGENIERÍA GEOMÁTICA Y TOPOGRAFÍA,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",87.5,2023,12.5,Muy buena
2023-24,2501658,GRADO EN INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL,E.T.S.I. INDUSTRIALES,100.0,2023,0.0,Excelente
2023-24,2501659,GRADO EN INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES,E.T.S.I. INDUSTRIALES,99.07,2023,0.9300000000000068,Excelente
2023-24,2501660,GRADO EN INGENIERÍA FORESTAL Y DEL MEDIO NATURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,78.57,2023,21.430000000000007,Buena
2023-24,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2023,0.0,Excelente
2023-24,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,96.75,2023,3.25,Excelente
2023-24,2501662,GRADO EN INGENIERÍA QUÍMICA,E. POLITÉCNICA SUPERIOR DE ALCOY,92.31,2023,7.689999999999998,Excelente
2023-24,2501662,GRADO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,95.65,2023,4.349999999999994,Excelente
2023-24,2501663,"GRADO EN INGENIERÍA DE SISTEMAS DE TELECOMUNICACIÓN, SONIDO E IMAGEN",ESCUELA POLITECNICA SUPERIOR DE GANDIA,100.0,2023,0.0,Excelente
2023-24,2502182,GRADO EN INGENIERÍA MECÁNICA,E. POLITÉCNICA SUPERIOR DE ALCOY,95.12,2023,4.8799999999999955,Excelente
2023-24,2502182,GRADO EN INGENIERÍA MECÁNICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,98.41,2023,1.5900000000000034,Excelente
2023-24,2502407,GRADO EN INGENIERÍA DE TECNOLOGÍAS Y SERVICIOS DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,97.14,2023,2.8599999999999994,Excelente
2023-24,2502660,GRADO EN INGENIERÍA DE LA ENERGÍA,E.T.S.I. INDUSTRIALES,94.74,2023,5.260000000000005,Excelente
2023-24,2502731,GRADO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,93.55,2023,6.450000000000003,Excelente
2023-24,2503025,GRADO EN FUNDAMENTOS DE LA ARQUITECTURA,E.T.S. DE ARQUITECTURA,92.55,2023,7.450000000000003,Excelente
2023-24,2503349,GRADO EN DISEÑO Y TECNOLOGÍAS CREATIVAS,FACULTAD DE BELLAS ARTES,82.86,2023,17.14,Muy buena
2023-24,4310279,MÁSTER UNIVERSITARIO EN COMPUTACIÓN EN LA NUBE Y DE ALTAS PRESTACIONES / CLOUD AND HIGH-PERFORMANCE COMPUTING,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4310280,MÁSTER UNIVERSITARIO EN EDIFICACIÓN,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,90.91,2023,9.090000000000003,Excelente
2023-24,4310282,MÁSTER UNIVERSITARIO EN INGENIERÍA ACÚSTICA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,50.0,2023,50.0,Baja
2023-24,4310284,MÁSTER UNIVERSITARIO EN INGENIERÍA DE COMPUTADORES Y REDES,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4310288,"MÁSTER UNIVERSITARIO EN TRANSPORTE, TERRITORIO Y URBANISMO","E.T.S.I. CAMINOS, CANALES Y PUERTOS",100.0,2023,0.0,Excelente
2023-24,4310468,MÁSTER UNIVERSITARIO EN SANIDAD Y PRODUCCIÓN VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4310569,"MÁSTER UNIVERSITARIO EN INGENIERÍA AVANZADA DE PRODUCCIÓN, LOGÍSTICA Y CADENA DE SUMINISTRO",E.T.S.I. INDUSTRIALES,100.0,2023,0.0,Excelente
2023-24,4310809,MÁSTER UNIVERSITARIO EN ARTES VISUALES Y MULTIMEDIA,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4310813,"MÁSTER UNIVERSITARIO EN GESTIÓN DE EMPRESAS, PRODUCTOS Y SERVICIOS",FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,100.0,2023,0.0,Excelente
2023-24,4310814,MÁSTER UNIVERSITARIO EN DIRECCIÓN FINANCIERA Y FISCAL,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,100.0,2023,0.0,Excelente
2023-24,4310898,MÁSTER UNIVERSITARIO EN DIRECCIÓN Y GESTIÓN DE PROYECTOS,E.T.S.I. INDUSTRIALES,50.0,2023,50.0,Baja
2023-24,4310960,MÁSTER UNIVERSITARIO EN GESTIÓN CULTURAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,87.5,2023,12.5,Muy buena
2023-24,4310963,"MÁSTER UNIVERSITARIO EN ARQUITECTURA AVANZADA, PAISAJE, URBANISMO Y DISEÑO",E.T.S. DE ARQUITECTURA,71.43,2023,28.569999999999993,Buena
2023-24,4310964,MÁSTER UNIVERSITARIO EN AUTOMÁTICA E INFORMÁTICA INDUSTRIAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4310965,MÁSTER UNIVERSITARIO EN CIENCIA E INGENIERÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,100.0,2023,0.0,Excelente
2023-24,4310966,MÁSTER UNIVERSITARIO EN CONSERVACIÓN DEL PATRIMONIO ARQUITECTÓNICO,E.T.S. DE ARQUITECTURA,90.91,2023,9.090000000000003,Excelente
2023-24,4310967,MÁSTER UNIVERSITARIO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,63.64,2023,36.36,Media
2023-24,4310968,MÁSTER UNIVERSITARIO EN CONSTRUCCIONES E INSTALACIONES INDUSTRIALES,E.T.S.I. INDUSTRIALES,100.0,2023,0.0,Excelente
2023-24,4310969,MÁSTER UNIVERSITARIO EN DISEÑO Y FABRICACIÓN INTEGRADA ASISTIDOS POR COMPUTADOR,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,100.0,2023,0.0,Excelente
2023-24,4310971,MÁSTER UNIVERSITARIO EN INGENIERÍA DE SISTEMAS ELECTRÓNICOS,E.T.S.I. DE TELECOMUNICACIÓN,100.0,2023,0.0,Excelente
2023-24,4310972,MÁSTER UNIVERSITARIO EN INGENIERÍA Y TECNOLOGÍA DE SISTEMAS SOFTWARE,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4310973,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL DISEÑO,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,88.89,2023,11.11,Muy buena
2023-24,4310974,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL HORMIGÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4310975,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL MANTENIMIENTO,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,100.0,2023,0.0,Excelente
2023-24,4310976,MÁSTER UNIVERSITARIO EN PLANIFICACIÓN Y GESTIÓN EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",100.0,2023,0.0,Excelente
2023-24,4310977,MÁSTER UNIVERSITARIO EN INGENIERÍA HIDRÁULICA Y MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,91.67,2023,8.329999999999998,Excelente
2023-24,4310978,MÁSTER UNIVERSITARIO EN INGENIERÍA MECÁNICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4310979,"MÁSTER UNIVERSITARIO EN INTELIGENCIA ARTIFICIAL, RECONOCIMIENTO DE FORMAS E IMAGEN DIGITAL",UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4310980,MÁSTER UNIVERSITARIO EN SISTEMAS PROPULSIVOS PARA UNA MOVILIDAD SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4310981,MÁSTER UNIVERSITARIO EN TECNOLOGÍA ENERGÉTICA PARA DESARROLLO SOSTENIBLE,E.T.S.I. INDUSTRIALES,88.89,2023,11.11,Muy buena
2023-24,4310982,"MÁSTER UNIVERSITARIO EN TECNOLOGÍAS, SISTEMAS Y REDES DE COMUNICACIONES",E.T.S.I. DE TELECOMUNICACIÓN,100.0,2023,0.0,Excelente
2023-24,4311602,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA BIOMÉDICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,90.0,2023,10.0,Excelente
2023-24,4311603,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA MOLECULAR Y CELULAR DE PLANTAS,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4311604,MÁSTER UNIVERSITARIO EN ECONOMÍA AGROALIMENTARIA Y DEL MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4311605,MÁSTER UNIVERSITARIO EN GESTIÓN DE LA SEGURIDAD Y CALIDAD ALIMENTARIA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,100.0,2023,0.0,Excelente
2023-24,4311606,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE ANÁLISIS DE DATOS, MEJORA DE PROCESOS Y TOMA DE DECISIONES",UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4311610,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA ANIMAL Y BIOTECNOLOGÍA DE LA REPRODUCCIÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,85.71,2023,14.290000000000006,Muy buena
2023-24,4311612,MÁSTER UNIVERSITARIO EN POSTPRODUCCIÓN DIGITAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,77.78,2023,22.22,Buena
2023-24,4311613,MÁSTER UNIVERSITARIO EN PREVENCIÓN DE RIESGOS LABORALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4311614,MÁSTER UNIVERSITARIO EN PRODUCCIÓN ARTÍSTICA,FACULTAD DE BELLAS ARTES,76.19,2023,23.810000000000002,Buena
2023-24,4311725,MÁSTER UNIVERSITARIO EN COOPERACIÓN AL DESARROLLO,UNIDAD DE MÁSTERES UNIVERSITARIOS,85.71,2023,14.290000000000006,Muy buena
2023-24,4311726,MÁSTER UNIVERSITARIO EN INGENIERÍA AMBIENTAL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",100.0,2023,0.0,Excelente
2023-24,4312033,MÁSTER UNIVERSITARIO EN ACUICULTURA,UNIDAD DE MÁSTERES UNIVERSITARIOS,50.0,2023,50.0,Baja
2023-24,4312991,MÁSTER UNIVERSITARIO EN EVALUACIÓN Y SEGUIMIENTO AMBIENTAL DE ECOSISTEMAS MARINOS Y COSTEROS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,100.0,2023,0.0,Excelente
2023-24,4313930,MÁSTER UNIVERSITARIO EN INVESTIGACIÓN MATEMÁTICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4314065,"MÁSTER UNIVERSITARIO EN INGENIERÍA, PROCESADO Y CARACTERIZACIÓN DE MATERIALES",E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2023,0.0,Excelente
2023-24,4314067,MÁSTER UNIVERSITARIO EN INGENIERÍA MECATRÓNICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,88.89,2023,11.11,Muy buena
2023-24,4314071,MÁSTER UNIVERSITARIO EN INGENIERÍA DE ORGANIZACIÓN Y LOGÍSTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,80.0,2023,20.0,Muy buena
2023-24,4314473,MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,100.0,2023,0.0,Excelente
2023-24,4314518,MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,96.15,2023,3.8499999999999943,Excelente
2023-24,4314521,MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,100.0,2023,0.0,Excelente
2023-24,4314523,MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,100.0,2023,0.0,Excelente
2023-24,4314524,MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL,E.T.S.I. INDUSTRIALES,97.09,2023,2.9099999999999966,Excelente
2023-24,4314526,MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,71.43,2023,28.569999999999993,Buena
2023-24,4314528,MÁSTER UNIVERSITARIO EN ENOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,85.71,2023,14.290000000000006,Muy buena
2023-24,4314529,MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,100.0,2023,0.0,Excelente
2023-24,4314646,MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",100.0,2023,0.0,Excelente
2023-24,4314647,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS","E.T.S.I. CAMINOS, CANALES Y PUERTOS",97.14,2023,2.8599999999999994,Excelente
2023-24,4314825,MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA),E. POLITÉCNICA SUPERIOR DE ALCOY,100.0,2023,0.0,Excelente
2023-24,4315002,MÁSTER UNIVERSITARIO EN INGENIERÍA TEXTIL,E. POLITÉCNICA SUPERIOR DE ALCOY,75.0,2023,25.0,Buena
2023-24,4315070,MÁSTER UNIVERSITARIO EN ARQUITECTURA,E.T.S. DE ARQUITECTURA,95.89,2023,4.109999999999999,Excelente
2023-24,4315921,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,100.0,2023,0.0,Excelente
2023-24,4315941,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN SANIDAD VEGETAL EN AGRICULTURA SOSTENIBLE/ EUROPEAN MASTER DEGREE IN PLANT HEALTH IN SUSTAINABLE CROPPING SYSTEMS,UNIDAD DE MÁSTERES UNIVERSITARIOS,100.0,2023,0.0,Excelente
2023-24,4316135,MÁSTER UNIVERSITARIO EN GESTIÓN ADMINISTRATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,100.0,2023,0.0,Excelente
