CURSO,COD_RUCT,TITULACION,CENTRO,año,satisfaccion_alumnos,satisfaccion_profesores,diferencia_satis,satisfaccion_promedio,tasa_abandono,tasa_permanencia,autoeficacia_3_anos,nivel_autoeficacia,porcentaje_no_desempleados,porcentaje_desempleados,nivel_empleabilidad
2021-22,4311609,MÁSTER UNIVERSITARIO EN LENGUAS Y TECNOLOGÍA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2021,10.0,9.5,-0.5,9.75,14.29,85.71000000000001,7.5,Muy alta,100.0,0.0,Excelente
2021-22,4311610,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA ANIMAL Y BIOTECNOLOGÍA DE LA REPRODUCCIÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,2021,8.86,,,,17.65,82.35,4.24,Media,100.0,0.0,Excelente
2021-22,4311612,MÁSTER UNIVERSITARIO EN POSTPRODUCCIÓN DIGITAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2021,7.0,7.81,0.8099999999999996,7.404999999999999,4.35,95.65,2.88,Baja,80.0,20.0,Muy buena
2021-22,4311613,MÁSTER UNIVERSITARIO EN PREVENCIÓN DE RIESGOS LABORALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,2021,4.31,7.76,3.45,6.035,22.5,77.5,6.47,Muy alta,100.0,0.0,Excelente
2021-22,4311614,MÁSTER UNIVERSITARIO EN PRODUCCIÓN ARTÍSTICA,FACULTAD DE BELLAS ARTES,2021,5.0,8.53,3.53,6.765,10.75,89.25,4.0,Media,80.0,20.0,Muy buena
2021-22,4311725,MÁSTER UNIVERSITARIO EN COOPERACIÓN AL DESARROLLO,UNIDAD DE MÁSTERES UNIVERSITARIOS,2021,10.0,7.86,-2.14,8.93,12.5,87.5,2.46,Baja,85.71,14.290000000000006,Muy buena
2021-22,4311726,MÁSTER UNIVERSITARIO EN INGENIERÍA AMBIENTAL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",2021,6.09,8.41,2.3200000000000003,7.25,16.67,83.33,5.14,Alta,100.0,0.0,Excelente
2021-22,4312033,MÁSTER UNIVERSITARIO EN ACUICULTURA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2021,5.63,7.5,1.87,6.565,21.43,78.57,5.63,Muy alta,100.0,0.0,Excelente
2021-22,4312991,MÁSTER UNIVERSITARIO EN EVALUACIÓN Y SEGUIMIENTO AMBIENTAL DE ECOSISTEMAS MARINOS Y COSTEROS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2021,7.5,8.75,1.25,8.125,16.67,83.33,4.69,Alta,100.0,0.0,Excelente
2021-22,4313930,MÁSTER UNIVERSITARIO EN INVESTIGACIÓN MATEMÁTICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2021,7.22,8.69,1.4699999999999998,7.955,29.41,70.59,6.25,Muy alta,100.0,0.0,Excelente
2021-22,4314065,"MÁSTER UNIVERSITARIO EN INGENIERÍA, PROCESADO Y CARACTERIZACIÓN DE MATERIALES",E. POLITÉCNICA SUPERIOR DE ALCOY,2021,7.5,8.16,0.6600000000000001,7.83,22.22,77.78,4.52,Alta,100.0,0.0,Excelente
2021-22,4314067,MÁSTER UNIVERSITARIO EN INGENIERÍA MECATRÓNICA,E.T.S. DE INGENIERIA DEL DISEÑO,2021,5.65,8.33,2.68,6.99,11.43,88.57,8.14,Muy alta,100.0,0.0,Excelente
2021-22,4314071,MÁSTER UNIVERSITARIO EN INGENIERÍA DE ORGANIZACIÓN Y LOGÍSTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2021,9.17,8.63,-0.5399999999999991,8.9,10.71,89.28999999999999,6.45,Muy alta,87.5,12.5,Muy buena
2021-22,4314473,MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2021,5.5,7.97,2.47,6.734999999999999,7.69,92.31,6.25,Muy alta,100.0,0.0,Excelente
2021-22,4314518,MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,2021,4.38,8.82,4.44,6.6,0.0,100.0,7.14,Muy alta,100.0,0.0,Excelente
2021-22,4314521,MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA,E.T.S. DE INGENIERIA DEL DISEÑO,2021,4.46,9.03,4.569999999999999,6.744999999999999,6.19,93.81,5.58,Muy alta,92.31,7.689999999999998,Excelente
2021-22,4314523,MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,2021,5.63,8.36,2.7299999999999995,6.994999999999999,5.77,94.23,5.51,Muy alta,100.0,0.0,Excelente
2021-22,4314524,MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL,E.T.S.I. INDUSTRIALES,2021,5.39,8.69,3.3,7.039999999999999,6.33,93.67,7.19,Muy alta,100.0,0.0,Excelente
2021-22,4314526,MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,2021,6.11,7.6,1.489999999999999,6.855,21.43,78.57,9.58,Muy alta,100.0,0.0,Excelente
2021-22,4314528,MÁSTER UNIVERSITARIO EN ENOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2021,7.5,9.44,1.9399999999999995,8.469999999999999,15.0,85.0,3.47,Baja,75.0,25.0,Buena
2021-22,4314529,MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2021,6.21,8.35,2.14,7.279999999999999,3.7,96.3,6.87,Muy alta,100.0,0.0,Excelente
2021-22,4314646,MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",2021,8.0,9.38,1.3800000000000008,8.690000000000001,31.82,68.18,5.0,Alta,100.0,0.0,Excelente
2021-22,4314647,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS","E.T.S.I. CAMINOS, CANALES Y PUERTOS",2021,5.78,8.59,2.81,7.1850000000000005,12.2,87.8,6.74,Muy alta,88.89,11.11,Muy buena
2021-22,4314825,MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA),E. POLITÉCNICA SUPERIOR DE ALCOY,2021,8.17,9.38,1.2100000000000009,8.775,25.0,75.0,3.46,Baja,100.0,0.0,Excelente
2021-22,4315002,MÁSTER UNIVERSITARIO EN INGENIERÍA TEXTIL,E. POLITÉCNICA SUPERIOR DE ALCOY,2021,9.69,8.5,-1.1899999999999995,9.095,0.0,100.0,,,,,
2021-22,4315070,MÁSTER UNIVERSITARIO EN ARQUITECTURA,E.T.S. DE ARQUITECTURA,2021,7.69,7.94,0.25,7.815,3.18,96.82,5.68,Muy alta,97.01,2.989999999999995,Excelente
2021-22,4315739,MÁSTER UNIVERSITARIO EN ARQUITECTURA DEL PAISAJE,E.T.S. DE ARQUITECTURA,2021,8.75,10.0,1.25,9.375,10.0,90.0,,,,,
2021-22,4315921,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,2021,5.0,7.88,2.88,6.44,0.0,100.0,6.75,Muy alta,100.0,0.0,Excelente
2021-22,4315941,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN SANIDAD VEGETAL EN AGRICULTURA SOSTENIBLE/ EUROPEAN MASTER DEGREE IN PLANT HEALTH IN SUSTAINABLE CROPPING SYSTEMS,UNIDAD DE MÁSTERES UNIVERSITARIOS,2021,9.04,9.84,0.8000000000000007,9.44,4.17,95.83,,,,,
2021-22,4316135,MÁSTER UNIVERSITARIO EN GESTIÓN ADMINISTRATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2021,5.0,7.5,2.5,6.25,18.18,81.82,,,,,
2021-22,4316557,"MÁSTER UNIVERSITARIO EN ESTUDIOS DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN",UNIDAD DE MÁSTERES UNIVERSITARIOS,2021,7.5,8.75,1.25,8.125,36.36,63.64,,,,,
2021-22,4316840,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,2021,4.44,8.59,4.15,6.515000000000001,9.52,90.48,4.89,Alta,100.0,0.0,Excelente
2021-22,4317401,MÁSTER UNIVERSITARIO EN SOCIAL MEDIA Y COMUNICACIÓN CORPORATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2021,5.83,9.75,3.92,7.79,12.0,88.0,,,,,
2021-22,4317434,MÁSTER UNIVERSITARIO EN SISTEMAS INTELIGENTES DE TRANSPORTE,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",2021,7.5,8.25,0.75,7.875,46.15,53.85,,,,,
2021-22,4317446,MÁSTER UNIVERSITARIO EN COMUNICACIÓN TRANSMEDIA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2021,5.5,10.0,4.5,7.75,14.29,85.71000000000001,,,,,
2021-22,4317448,MÁSTER UNIVERSITARIO EN CIBERSEGURIDAD Y CIBERINTELIGENCIA,E.T.S. DE INGENIERÍA INFORMÁTICA,2021,8.75,8.93,0.1799999999999997,8.84,9.68,90.32,,,,,
2021-22,4317455,"MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN ONDAS, ACÚSTICA, VIBRACIONES, INGENIERÍA Y SONIDO / ERASMUS MUNDUS MASTER IN WAVES, ACOUSTICS, VIBRATIONS, ENGINEERING AND SOUND (WAVES)",ESCUELA POLITECNICA SUPERIOR DE GANDIA,2021,5.0,9.0,4.0,7.0,,,,,,,
2021-22,4317480,MÁSTER UNIVERSITARIO EN QUÍMICA SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,2021,6.25,9.38,3.130000000000001,7.815,15.0,85.0,,,,,
2022-23,2500739,GRADO EN ARQUITECTURA TÉCNICA,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,2022,7.45,7.2,-0.25,7.325,26.53,73.47,6.83,Muy alta,93.33,6.670000000000002,Excelente
2022-23,2500801,GRADO EN CIENCIAS AMBIENTALES,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2022,4.56,6.72,2.16,5.64,18.87,81.13,5.48,Alta,94.12,5.879999999999996,Excelente
2022-23,2501354,GRADO EN COMUNICACIÓN AUDIOVISUAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2022,6.4,8.33,1.93,7.365,10.99,89.01,3.97,Media,68.97,31.03,Media
2022-23,2501355,GRADO EN TURISMO,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2022,6.85,8.29,1.4399999999999995,7.569999999999999,32.08,67.92,3.95,Media,66.67,33.33,Media
2022-23,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E. POLITÉCNICA SUPERIOR DE ALCOY,2022,6.38,8.13,1.7500000000000009,7.255000000000001,14.02,85.98,5.33,Alta,95.45,4.549999999999997,Excelente
2022-23,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E.T.S. DE INGENIERIA DEL DISEÑO,2022,7.44,7.77,0.3299999999999992,7.605,3.55,96.45,5.84,Muy alta,96.72,3.280000000000001,Excelente
2022-23,2501484,GRADO EN BELLAS ARTES,FACULTAD DE BELLAS ARTES,2022,6.9,8.59,1.6899999999999995,7.745,9.37,90.63,3.75,Media,75.41,24.590000000000003,Buena
2022-23,2501485,GRADO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,FACULTAD DE BELLAS ARTES,2022,6.56,8.83,2.2700000000000005,7.695,15.09,84.91,2.66,Baja,70.0,30.0,Buena
2022-23,2501486,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2022,7.25,8.97,1.7200000000000006,8.11,14.67,85.33,4.82,Alta,85.71,14.290000000000006,Muy buena
2022-23,2501649,GRADO EN BIOTECNOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2022,6.72,8.06,1.3400000000000007,7.390000000000001,6.61,93.39,5.6,Muy alta,93.48,6.519999999999996,Excelente
2022-23,2501650,GRADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2022,6.85,7.92,1.0700000000000005,7.385,8.77,91.23,5.98,Muy alta,96.97,3.030000000000001,Excelente
2022-23,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,E. POLITÉCNICA SUPERIOR DE ALCOY,2022,7.19,7.67,0.4799999999999995,7.43,34.71,65.28999999999999,6.09,Muy alta,75.0,25.0,Buena
2022-23,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2022,6.68,9.09,2.41,7.885,11.51,88.49,6.92,Muy alta,96.67,3.3299999999999983,Excelente
2022-23,2501653,GRADO EN INGENIERÍA AEROESPACIAL,E.T.S. DE INGENIERIA DEL DISEÑO,2022,7.3,8.33,1.0300000000000002,7.814999999999999,4.1,95.9,6.46,Muy alta,98.0,2.0,Excelente
2022-23,2501654,GRADO EN INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2022,7.5,8.25,0.75,7.875,22.07,77.93,6.17,Muy alta,87.18,12.819999999999991,Muy buena
2022-23,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2022,6.79,8.94,2.1499999999999995,7.865,28.13,71.87,6.89,Muy alta,100.0,0.0,Excelente
2022-23,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E.T.S. DE INGENIERIA DEL DISEÑO,2022,7.03,8.33,1.2999999999999998,7.68,6.33,93.67,7.27,Muy alta,96.87,3.1299999999999955,Excelente
2022-23,2501656,GRADO EN INGENIERÍA ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA,E.T.S. DE INGENIERIA DEL DISEÑO,2022,6.8,7.86,1.0600000000000005,7.33,3.4,96.6,7.65,Muy alta,95.92,4.079999999999998,Excelente
2022-23,2501657,GRADO EN INGENIERÍA GEOMÁTICA Y TOPOGRAFÍA,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",2022,7.16,8.82,1.66,7.99,36.94,63.06,5.49,Alta,92.86,7.140000000000001,Excelente
2022-23,2501658,GRADO EN INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL,E.T.S.I. INDUSTRIALES,2022,7.13,8.37,1.239999999999999,7.75,8.75,91.25,7.7,Muy alta,100.0,0.0,Excelente
2022-23,2501659,GRADO EN INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES,E.T.S.I. INDUSTRIALES,2022,6.12,8.5,2.38,7.31,5.93,94.07,6.63,Muy alta,97.94,2.0600000000000023,Excelente
2022-23,2501660,GRADO EN INGENIERÍA FORESTAL Y DEL MEDIO NATURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2022,4.69,7.84,3.1499999999999995,6.265000000000001,51.72,48.28,5.33,Alta,94.44,5.560000000000002,Excelente
2022-23,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2022,6.88,8.75,1.87,7.814999999999999,12.64,87.36,6.36,Muy alta,100.0,0.0,Excelente
2022-23,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,2022,7.14,8.43,1.29,7.785,7.3,92.7,8.3,Muy alta,97.06,2.9399999999999977,Excelente
2022-23,2501662,GRADO EN INGENIERÍA QUÍMICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2022,7.3,8.58,1.2800000000000002,7.939999999999999,26.03,73.97,6.28,Muy alta,87.5,12.5,Muy buena
2022-23,2501662,GRADO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,2022,7.61,8.66,1.0499999999999998,8.135,16.92,83.08,5.76,Muy alta,96.87,3.1299999999999955,Excelente
2022-23,2501663,"GRADO EN INGENIERÍA DE SISTEMAS DE TELECOMUNICACIÓN, SONIDO E IMAGEN",ESCUELA POLITECNICA SUPERIOR DE GANDIA,2022,8.09,8.95,0.8599999999999994,8.52,21.67,78.33,6.96,Muy alta,100.0,0.0,Excelente
2022-23,2502182,GRADO EN INGENIERÍA MECÁNICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2022,6.86,8.18,1.3199999999999994,7.52,16.81,83.19,6.7,Muy alta,96.43,3.569999999999993,Excelente
2022-23,2502182,GRADO EN INGENIERÍA MECÁNICA,E.T.S. DE INGENIERIA DEL DISEÑO,2022,7.46,8.2,0.7399999999999993,7.83,4.83,95.17,6.06,Muy alta,93.1,6.900000000000006,Excelente
2022-23,2502405,GRADO EN INGENIERÍA DE OBRAS PÚBLICAS,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",2022,7.14,8.39,1.2500000000000009,7.765000000000001,40.0,60.0,6.93,Muy alta,100.0,0.0,Excelente
2022-23,2502407,GRADO EN INGENIERÍA DE TECNOLOGÍAS Y SERVICIOS DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,2022,6.58,7.9,1.3200000000000005,7.24,8.47,91.53,6.92,Muy alta,98.25,1.75,Excelente
2022-23,2502507,GRADO EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",2022,7.15,8.71,1.5600000000000005,7.930000000000001,16.28,83.72,7.53,Muy alta,92.59,7.409999999999997,Excelente
2022-23,2502660,GRADO EN INGENIERÍA DE LA ENERGÍA,E.T.S.I. INDUSTRIALES,2022,6.33,8.03,1.6999999999999993,7.18,11.27,88.73,7.16,Muy alta,100.0,0.0,Excelente
2022-23,2502731,GRADO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,2022,6.71,8.48,1.7700000000000005,7.595000000000001,10.14,89.86,6.22,Muy alta,96.55,3.450000000000003,Excelente
2022-23,2503025,GRADO EN FUNDAMENTOS DE LA ARQUITECTURA,E.T.S. DE ARQUITECTURA,2022,9.09,7.85,-1.2400000000000002,8.469999999999999,9.61,90.39,5.88,Muy alta,90.72,9.28,Excelente
2022-23,2503349,GRADO EN DISEÑO Y TECNOLOGÍAS CREATIVAS,FACULTAD DE BELLAS ARTES,2022,6.12,8.02,1.8999999999999997,7.07,3.92,96.08,,,,,
2022-23,2503504,GRADO EN TECNOLOGÍAS INTERACTIVAS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2022,6.59,8.0,1.41,7.295,26.92,73.08,,,,,
2022-23,2503653,GRADO EN CIENCIA DE DATOS,E.T.S. DE INGENIERÍA INFORMÁTICA,2022,7.42,8.06,0.6400000000000006,7.74,4.11,95.89,,,,,
2022-23,2503930,GRADO EN TECNOLOGÍA DIGITAL Y MULTIMEDIA,E.T.S.I. DE TELECOMUNICACIÓN,2022,5.55,8.28,2.7299999999999995,6.914999999999999,7.23,92.77,,,,,
2022-23,2504265,GRADO EN DISEÑO ARQUITECTÓNICO DE INTERIORES,E.T.S. DE ARQUITECTURA,2022,6.67,7.63,0.96,7.15,16.78,83.22,,,,,
2022-23,2504322,GRADO EN INGENIERÍA FÍSICA,E.T.S.I. DE TELECOMUNICACIÓN,2022,6.72,8.82,2.1000000000000005,7.77,7.69,92.31,,,,,
2022-23,2504353,GRADO EN MATEMÁTICAS,E.T.S.I. DE TELECOMUNICACIÓN,2022,5.57,6.61,1.04,6.09,8.33,91.67,,,,,
2022-23,2504381,GRADO EN INFORMÁTICA INDUSTRIAL Y ROBÓTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2022,6.56,8.75,2.1900000000000004,7.654999999999999,,,,,,,
2022-23,2504381,GRADO EN INFORMÁTICA INDUSTRIAL Y ROBÓTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,2022,6.43,7.73,1.3000000000000007,7.08,,,,,,,
2022-23,2504505,GRADO EN GESTIÓN DEL TRANSPORTE Y LA LOGÍSTICA,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",2022,8.13,8.33,0.1999999999999993,8.23,,,,,,,
2022-23,4310279,MÁSTER UNIVERSITARIO EN COMPUTACIÓN EN LA NUBE Y DE ALTAS PRESTACIONES / CLOUD AND HIGH-PERFORMANCE COMPUTING,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,6.25,9.25,3.0,7.75,39.13,60.87,8.75,Muy alta,100.0,0.0,Excelente
2022-23,4310280,MÁSTER UNIVERSITARIO EN EDIFICACIÓN,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,2022,7.31,8.27,0.96,7.789999999999999,33.33,66.67,5.24,Alta,92.31,7.689999999999998,Excelente
2022-23,4310282,MÁSTER UNIVERSITARIO EN INGENIERÍA ACÚSTICA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2022,7.5,7.78,0.2800000000000002,7.640000000000001,15.38,84.62,3.79,Media,100.0,0.0,Excelente
2022-23,4310284,MÁSTER UNIVERSITARIO EN INGENIERÍA DE COMPUTADORES Y REDES,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,9.38,9.25,-0.1300000000000007,9.315,0.0,100.0,7.5,Muy alta,66.67,33.33,Media
2022-23,4310288,"MÁSTER UNIVERSITARIO EN TRANSPORTE, TERRITORIO Y URBANISMO","E.T.S.I. CAMINOS, CANALES Y PUERTOS",2022,7.35,8.57,1.2200000000000006,7.96,19.23,80.77,7.09,Muy alta,100.0,0.0,Excelente
2022-23,4310468,MÁSTER UNIVERSITARIO EN SANIDAD Y PRODUCCIÓN VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,9.29,8.68,-0.6099999999999994,8.985,14.29,85.71000000000001,5.22,Alta,100.0,0.0,Excelente
2022-23,4310569,"MÁSTER UNIVERSITARIO EN INGENIERÍA AVANZADA DE PRODUCCIÓN, LOGÍSTICA Y CADENA DE SUMINISTRO",E.T.S.I. INDUSTRIALES,2022,7.88,9.29,1.4099999999999993,8.584999999999999,37.14,62.86,6.8,Muy alta,88.89,11.11,Muy buena
2022-23,4310809,MÁSTER UNIVERSITARIO EN ARTES VISUALES Y MULTIMEDIA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,5.66,9.42,3.76,7.54,10.0,90.0,4.42,Media,87.5,12.5,Muy buena
2022-23,4310813,"MÁSTER UNIVERSITARIO EN GESTIÓN DE EMPRESAS, PRODUCTOS Y SERVICIOS",FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2022,8.33,10.0,1.67,9.165,18.18,81.82,6.3,Muy alta,85.71,14.290000000000006,Muy buena
2022-23,4310814,MÁSTER UNIVERSITARIO EN DIRECCIÓN FINANCIERA Y FISCAL,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2022,6.25,8.21,1.9600000000000009,7.23,23.81,76.19,6.63,Muy alta,100.0,0.0,Excelente
2022-23,4310898,MÁSTER UNIVERSITARIO EN DIRECCIÓN Y GESTIÓN DE PROYECTOS,E.T.S.I. INDUSTRIALES,2022,7.5,9.69,2.1899999999999995,8.594999999999999,17.39,82.61,5.36,Alta,100.0,0.0,Excelente
2022-23,4310960,MÁSTER UNIVERSITARIO EN GESTIÓN CULTURAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,6.5,10.0,3.5,8.25,0.0,100.0,5.83,Muy alta,100.0,0.0,Excelente
2022-23,4310963,"MÁSTER UNIVERSITARIO EN ARQUITECTURA AVANZADA, PAISAJE, URBANISMO Y DISEÑO",E.T.S. DE ARQUITECTURA,2022,5.5,8.15,2.6500000000000004,6.825,21.54,78.46000000000001,5.88,Muy alta,100.0,0.0,Excelente
2022-23,4310964,MÁSTER UNIVERSITARIO EN AUTOMÁTICA E INFORMÁTICA INDUSTRIAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,5.0,8.96,3.960000000000001,6.98,14.81,85.19,5.88,Muy alta,100.0,0.0,Excelente
2022-23,4310965,MÁSTER UNIVERSITARIO EN CIENCIA E INGENIERÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2022,6.11,8.16,2.05,7.135,0.0,100.0,5.67,Muy alta,92.31,7.689999999999998,Excelente
