CURSO,COD_RUCT,TITULACION,CENTRO,año,satisfaccion_alumnos,satisfaccion_profesores,diferencia_satis,satisfaccion_promedio,tasa_abandono,tasa_permanencia,autoeficacia_3_anos,nivel_autoeficacia,porcentaje_no_desempleados,porcentaje_desempleados,nivel_empleabilidad
2022-23,4310966,MÁSTER UNIVERSITARIO EN CONSERVACIÓN DEL PATRIMONIO ARQUITECTÓNICO,E.T.S. DE ARQUITECTURA,2022,6.79,8.29,1.4999999999999991,7.539999999999999,9.68,90.32,4.52,Alta,75.0,25.0,Buena
2022-23,4310967,MÁSTER UNIVERSITARIO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,5.83,9.14,3.3100000000000005,7.485,0.0,100.0,2.48,Baja,92.31,7.689999999999998,Excelente
2022-23,4310968,MÁSTER UNIVERSITARIO EN CONSTRUCCIONES E INSTALACIONES INDUSTRIALES,E.T.S.I. INDUSTRIALES,2022,7.92,9.41,1.4900000000000002,8.665,50.0,50.0,9.38,Muy alta,100.0,0.0,Excelente
2022-23,4310969,MÁSTER UNIVERSITARIO EN DISEÑO Y FABRICACIÓN INTEGRADA ASISTIDOS POR COMPUTADOR,E.T.S. DE INGENIERIA DEL DISEÑO,2022,,8.44,,,11.11,88.89,6.59,Muy alta,100.0,0.0,Excelente
2022-23,4310971,MÁSTER UNIVERSITARIO EN INGENIERÍA DE SISTEMAS ELECTRÓNICOS,E.T.S.I. DE TELECOMUNICACIÓN,2022,8.15,9.09,0.9399999999999996,8.620000000000001,15.38,84.62,6.25,Muy alta,83.33,16.67,Muy buena
2022-23,4310972,MÁSTER UNIVERSITARIO EN INGENIERÍA Y TECNOLOGÍA DE SISTEMAS SOFTWARE,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,6.43,9.44,3.01,7.935,15.38,84.62,8.11,Muy alta,100.0,0.0,Excelente
2022-23,4310973,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL DISEÑO,E.T.S. DE INGENIERIA DEL DISEÑO,2022,9.0,7.88,-1.12,8.44,1.69,98.31,4.33,Media,71.43,28.569999999999997,Buena
2022-23,4310974,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL HORMIGÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,9.42,9.79,0.3699999999999992,9.605,19.35,80.65,3.33,Baja,100.0,0.0,Excelente
2022-23,4310975,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL MANTENIMIENTO,E.T.S. DE INGENIERIA DEL DISEÑO,2022,9.1,10.0,0.9000000000000004,9.55,16.13,83.87,5.56,Muy alta,100.0,0.0,Excelente
2022-23,4310976,MÁSTER UNIVERSITARIO EN PLANIFICACIÓN Y GESTIÓN EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",2022,7.19,9.38,2.1900000000000004,8.285,39.39,60.61,7.03,Muy alta,100.0,0.0,Excelente
2022-23,4310977,MÁSTER UNIVERSITARIO EN INGENIERÍA HIDRÁULICA Y MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,7.5,7.96,0.4599999999999999,7.73,11.36,88.64,6.52,Muy alta,90.91,9.090000000000003,Excelente
2022-23,4310978,MÁSTER UNIVERSITARIO EN INGENIERÍA MECÁNICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,6.88,9.82,2.9400000000000004,8.35,13.64,86.36,6.79,Muy alta,100.0,0.0,Excelente
2022-23,4310979,"MÁSTER UNIVERSITARIO EN INTELIGENCIA ARTIFICIAL, RECONOCIMIENTO DE FORMAS E IMAGEN DIGITAL",UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,7.97,9.46,1.490000000000001,8.715,6.45,93.55,7.76,Muy alta,100.0,0.0,Excelente
2022-23,4310980,MÁSTER UNIVERSITARIO EN SISTEMAS PROPULSIVOS PARA UNA MOVILIDAD SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,8.89,10.0,1.1099999999999994,9.445,8.33,91.67,7.27,Muy alta,88.89,11.11,Muy buena
2022-23,4310981,MÁSTER UNIVERSITARIO EN TECNOLOGÍA ENERGÉTICA PARA DESARROLLO SOSTENIBLE,E.T.S.I. INDUSTRIALES,2022,6.07,8.97,2.9000000000000004,7.52,5.26,94.74,7.45,Muy alta,100.0,0.0,Excelente
2022-23,4310982,"MÁSTER UNIVERSITARIO EN TECNOLOGÍAS, SISTEMAS Y REDES DE COMUNICACIONES",E.T.S.I. DE TELECOMUNICACIÓN,2022,9.0,8.91,-0.0899999999999998,8.955,22.22,77.78,5.19,Alta,100.0,0.0,Excelente
2022-23,4311602,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA BIOMÉDICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,6.88,8.5,1.62,7.689999999999999,8.33,91.67,5.35,Alta,100.0,0.0,Excelente
2022-23,4311603,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA MOLECULAR Y CELULAR DE PLANTAS,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,6.25,8.93,2.68,7.59,0.0,100.0,3.52,Media,77.78,22.22,Buena
2022-23,4311604,MÁSTER UNIVERSITARIO EN ECONOMÍA AGROALIMENTARIA Y DEL MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,5.0,8.75,3.75,6.875,35.0,65.0,6.02,Muy alta,60.0,40.0,Media
2022-23,4311605,MÁSTER UNIVERSITARIO EN GESTIÓN DE LA SEGURIDAD Y CALIDAD ALIMENTARIA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2022,6.25,8.5,2.25,7.375,5.0,95.0,6.08,Muy alta,86.67,13.329999999999998,Muy buena
2022-23,4311606,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE ANÁLISIS DE DATOS, MEJORA DE PROCESOS Y TOMA DE DECISIONES",UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,6.43,10.0,3.5700000000000003,8.215,4.55,95.45,6.25,Muy alta,83.33,16.67,Muy buena
2022-23,4311609,MÁSTER UNIVERSITARIO EN LENGUAS Y TECNOLOGÍA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,5.0,9.55,4.550000000000001,7.275,20.83,79.17,8.89,Muy alta,100.0,0.0,Excelente
2022-23,4311610,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA ANIMAL Y BIOTECNOLOGÍA DE LA REPRODUCCIÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,7.5,9.38,1.8800000000000008,8.440000000000001,,,,,,,
2022-23,4311612,MÁSTER UNIVERSITARIO EN POSTPRODUCCIÓN DIGITAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2022,3.13,8.5,5.37,5.815,19.23,80.77,4.62,Alta,66.67,33.33,Media
2022-23,4311613,MÁSTER UNIVERSITARIO EN PREVENCIÓN DE RIESGOS LABORALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,3.09,7.4,4.3100000000000005,5.245,28.89,71.11,6.76,Muy alta,100.0,0.0,Excelente
2022-23,4311614,MÁSTER UNIVERSITARIO EN PRODUCCIÓN ARTÍSTICA,FACULTAD DE BELLAS ARTES,2022,6.0,8.44,2.4399999999999995,7.22,9.35,90.65,4.67,Alta,86.67,13.329999999999998,Muy buena
2022-23,4311725,MÁSTER UNIVERSITARIO EN COOPERACIÓN AL DESARROLLO,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,7.5,9.69,2.1899999999999995,8.594999999999999,4.0,96.0,4.32,Media,87.5,12.5,Muy buena
2022-23,4311726,MÁSTER UNIVERSITARIO EN INGENIERÍA AMBIENTAL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",2022,5.63,8.57,2.9400000000000004,7.1,11.11,88.89,7.08,Muy alta,100.0,0.0,Excelente
2022-23,4312033,MÁSTER UNIVERSITARIO EN ACUICULTURA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,7.5,10.0,2.5,8.75,20.0,80.0,6.67,Muy alta,75.0,25.0,Buena
2022-23,4312991,MÁSTER UNIVERSITARIO EN EVALUACIÓN Y SEGUIMIENTO AMBIENTAL DE ECOSISTEMAS MARINOS Y COSTEROS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2022,6.25,9.5,3.25,7.875,17.65,82.35,1.46,Muy baja,100.0,0.0,Excelente
2022-23,4313930,MÁSTER UNIVERSITARIO EN INVESTIGACIÓN MATEMÁTICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,8.75,8.89,0.1400000000000005,8.82,15.0,85.0,8.33,Muy alta,50.0,50.0,Baja
2022-23,4314065,"MÁSTER UNIVERSITARIO EN INGENIERÍA, PROCESADO Y CARACTERIZACIÓN DE MATERIALES",E. POLITÉCNICA SUPERIOR DE ALCOY,2022,8.13,8.59,0.4599999999999991,8.36,7.69,92.31,5.79,Muy alta,100.0,0.0,Excelente
2022-23,4314067,MÁSTER UNIVERSITARIO EN INGENIERÍA MECATRÓNICA,E.T.S. DE INGENIERIA DEL DISEÑO,2022,7.31,7.34,0.0300000000000002,7.324999999999999,9.76,90.24,6.85,Muy alta,100.0,0.0,Excelente
2022-23,4314071,MÁSTER UNIVERSITARIO EN INGENIERÍA DE ORGANIZACIÓN Y LOGÍSTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2022,7.79,9.38,1.5900000000000007,8.585,12.0,88.0,7.5,Muy alta,100.0,0.0,Excelente
2022-23,4314473,MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2022,6.25,7.95,1.7000000000000002,7.1,0.0,100.0,4.23,Media,100.0,0.0,Excelente
2022-23,4314518,MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,2022,5.79,7.74,1.95,6.765000000000001,7.14,92.86,6.86,Muy alta,100.0,0.0,Excelente
2022-23,4314521,MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA,E.T.S. DE INGENIERIA DEL DISEÑO,2022,4.44,8.91,4.47,6.675000000000001,7.41,92.59,6.56,Muy alta,94.12,5.879999999999996,Excelente
2022-23,4314523,MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,2022,7.5,8.55,1.0500000000000007,8.025,3.64,96.36,3.92,Media,88.89,11.11,Muy buena
2022-23,4314524,MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL,E.T.S.I. INDUSTRIALES,2022,5.24,8.67,3.43,6.955,7.12,92.88,7.03,Muy alta,98.25,1.75,Excelente
2022-23,4314526,MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,2022,6.25,8.39,2.140000000000001,7.32,3.7,96.3,7.91,Muy alta,100.0,0.0,Excelente
2022-23,4314528,MÁSTER UNIVERSITARIO EN ENOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2022,4.38,8.75,4.37,6.565,28.57,71.43,3.75,Media,100.0,0.0,Excelente
2022-23,4314529,MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2022,7.75,8.27,0.5199999999999996,8.01,2.7,97.3,6.51,Muy alta,100.0,0.0,Excelente
2022-23,4314646,MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",2022,8.7,9.12,0.4199999999999999,8.91,15.0,85.0,5.68,Muy alta,100.0,0.0,Excelente
2022-23,4314647,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS","E.T.S.I. CAMINOS, CANALES Y PUERTOS",2022,4.85,8.75,3.9,6.8,5.63,94.37,5.97,Muy alta,96.97,3.030000000000001,Excelente
2022-23,4314825,MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA),E. POLITÉCNICA SUPERIOR DE ALCOY,2022,8.64,8.93,0.2899999999999991,8.785,33.33,66.67,5.48,Alta,100.0,0.0,Excelente
2022-23,4315002,MÁSTER UNIVERSITARIO EN INGENIERÍA TEXTIL,E. POLITÉCNICA SUPERIOR DE ALCOY,2022,7.65,9.41,1.7599999999999998,8.530000000000001,9.52,90.48,8.13,Muy alta,100.0,0.0,Excelente
2022-23,4315070,MÁSTER UNIVERSITARIO EN ARQUITECTURA,E.T.S. DE ARQUITECTURA,2022,6.85,7.97,1.12,7.41,4.15,95.85,5.21,Alta,97.01,2.989999999999995,Excelente
2022-23,4315739,MÁSTER UNIVERSITARIO EN ARQUITECTURA DEL PAISAJE,E.T.S. DE ARQUITECTURA,2022,,10.0,,,,,2.5,Baja,100.0,0.0,Excelente
2022-23,4315921,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,2022,1.25,8.33,7.08,4.79,10.87,89.13,6.94,Muy alta,100.0,0.0,Excelente
2022-23,4315941,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN SANIDAD VEGETAL EN AGRICULTURA SOSTENIBLE/ EUROPEAN MASTER DEGREE IN PLANT HEALTH IN SUSTAINABLE CROPPING SYSTEMS,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,9.79,9.84,0.0500000000000007,9.815,8.7,91.3,6.25,Muy alta,100.0,0.0,Excelente
2022-23,4316135,MÁSTER UNIVERSITARIO EN GESTIÓN ADMINISTRATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2022,,4.17,,,19.23,80.77,3.21,Baja,75.0,25.0,Buena
2022-23,4316557,"MÁSTER UNIVERSITARIO EN ESTUDIOS DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN",UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,10.0,10.0,0.0,10.0,58.82,41.18,,,,,
2022-23,4316840,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,6.25,9.23,2.9800000000000004,7.74,8.0,92.0,,,,,
2022-23,4317401,MÁSTER UNIVERSITARIO EN SOCIAL MEDIA Y COMUNICACIÓN CORPORATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2022,6.5,9.32,2.8200000000000003,7.91,0.0,100.0,,,,,
2022-23,4317434,MÁSTER UNIVERSITARIO EN SISTEMAS INTELIGENTES DE TRANSPORTE,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",2022,6.25,8.41,2.16,7.33,18.75,81.25,,,,,
2022-23,4317446,MÁSTER UNIVERSITARIO EN COMUNICACIÓN TRANSMEDIA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2022,10.0,9.06,-0.9399999999999996,9.53,9.09,90.91,,,,,
2022-23,4317448,MÁSTER UNIVERSITARIO EN CIBERSEGURIDAD Y CIBERINTELIGENCIA,E.T.S. DE INGENIERÍA INFORMÁTICA,2022,8.86,8.93,0.0700000000000002,8.895,14.81,85.19,,,,,
2022-23,4317455,"MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN ONDAS, ACÚSTICA, VIBRACIONES, INGENIERÍA Y SONIDO / ERASMUS MUNDUS MASTER IN WAVES, ACOUSTICS, VIBRATIONS, ENGINEERING AND SOUND (WAVES)",ESCUELA POLITECNICA SUPERIOR DE GANDIA,2022,7.5,7.92,0.4199999999999999,7.71,0.0,100.0,,,,,
2022-23,4317480,MÁSTER UNIVERSITARIO EN QUÍMICA SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,8.13,9.38,1.25,8.755,19.05,80.95,,,,,
2022-23,4317640,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOAMBIENTAL Y DEL PAISAJE,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2022,7.5,9.12,1.6199999999999992,8.309999999999999,,,,,,,
2022-23,4317898,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN MEJORA GENÉTICA VEGETAL / ERASMUS MUNDUS MASTER IN PLANT BREEDING - EMPLANT +,UNIDAD DE MÁSTERES UNIVERSITARIOS,2022,,9.72,,,0.0,100.0,,,,,
2022-23,4317936,MÁSTER UNIVERSITARIO EN GANADERÍA DE PRECISIÓN,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2022,7.5,8.21,0.7100000000000009,7.855,,,,,,,
2022-23,4317948,MÁSTER UNIVERSITARIO EN MECÁNICA DE FLUIDOS COMPUTACIONAL,E.T.S. DE INGENIERIA DEL DISEÑO,2022,5.0,8.33,3.33,6.665,,,,,,,
2022-23,4317961,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN CIENCIA EN INGENIERÍA TEXTIL / ERASMUS MUNDUS MASTER OF SCIENCE IN TEXTILE ENGINEERING,E. POLITÉCNICA SUPERIOR DE ALCOY,2022,2.5,9.0,6.5,5.75,0.0,100.0,,,,,
2022-23,4318105,MÁSTER UNIVERSITARIO EN SEGURIDAD NUCLEAR Y PROTECCIÓN RADIOLÓGICA,E.T.S.I. INDUSTRIALES,2022,7.92,9.72,1.8000000000000007,8.82,,,,,,,
2023-24,2500739,GRADO EN ARQUITECTURA TÉCNICA,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,2023,6.53,7.75,1.2199999999999998,7.140000000000001,20.54,79.46000000000001,6.65,Muy alta,100.0,0.0,Excelente
2023-24,2500801,GRADO EN CIENCIAS AMBIENTALES,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2023,4.42,7.86,3.4400000000000004,6.140000000000001,12.5,87.5,4.52,Alta,94.44,5.560000000000002,Excelente
2023-24,2501354,GRADO EN COMUNICACIÓN AUDIOVISUAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2023,6.62,9.02,2.3999999999999995,7.82,1.39,98.61,5.21,Alta,76.92,23.08,Buena
2023-24,2501355,GRADO EN TURISMO,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2023,7.37,7.6,0.2299999999999995,7.484999999999999,27.59,72.41,5.0,Alta,83.33,16.67,Muy buena
2023-24,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E. POLITÉCNICA SUPERIOR DE ALCOY,2023,6.85,8.06,1.2100000000000009,7.455,16.67,83.33,4.83,Alta,96.67,3.3299999999999983,Excelente
2023-24,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,2023,7.45,8.24,0.79,7.845000000000001,6.25,93.75,4.56,Alta,90.16,9.840000000000003,Excelente
2023-24,2501484,GRADO EN BELLAS ARTES,FACULTAD DE BELLAS ARTES,2023,7.16,8.99,1.83,8.075,6.23,93.77,3.96,Media,80.22,19.78,Muy buena
2023-24,2501485,GRADO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,FACULTAD DE BELLAS ARTES,2023,5.73,9.0,3.27,7.365,12.0,88.0,2.41,Baja,73.53,26.47,Buena
2023-24,2501486,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2023,7.84,8.93,1.09,8.385,14.77,85.23,6.24,Muy alta,81.82,18.180000000000007,Muy buena
2023-24,2501649,GRADO EN BIOTECNOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2023,6.46,7.62,1.16,7.04,6.19,93.81,5.56,Muy alta,94.44,5.560000000000002,Excelente
2023-24,2501650,GRADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2023,5.88,7.9,2.0200000000000005,6.890000000000001,15.15,84.85,5.88,Muy alta,84.0,16.0,Muy buena
2023-24,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,E. POLITÉCNICA SUPERIOR DE ALCOY,2023,6.67,8.15,1.4800000000000004,7.41,44.3,55.7,4.84,Alta,80.0,20.0,Muy buena
2023-24,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2023,6.9,8.79,1.8899999999999988,7.845,12.63,87.37,7.08,Muy alta,92.16,7.840000000000003,Excelente
2023-24,2501653,GRADO EN INGENIERÍA AEROESPACIAL,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,2023,6.0,8.47,2.4700000000000006,7.235,4.2,95.8,6.51,Muy alta,91.49,8.510000000000005,Excelente
2023-24,2501654,GRADO EN INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2023,6.71,8.26,1.5499999999999998,7.484999999999999,21.7,78.3,6.26,Muy alta,93.75,6.25,Excelente
2023-24,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2023,7.22,8.67,1.4500000000000002,7.945,42.86,57.14,6.49,Muy alta,90.0,10.0,Excelente
2023-24,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,2023,7.16,8.29,1.129999999999999,7.725,8.64,91.36,7.19,Muy alta,92.59,7.409999999999997,Excelente
2023-24,2501656,GRADO EN INGENIERÍA ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,2023,7.29,8.17,0.8799999999999999,7.73,5.16,94.84,6.78,Muy alta,100.0,0.0,Excelente
2023-24,2501657,GRADO EN INGENIERÍA GEOMÁTICA Y TOPOGRAFÍA,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",2023,6.67,9.02,2.35,7.845,23.29,76.71000000000001,7.02,Muy alta,87.5,12.5,Muy buena
2023-24,2501658,GRADO EN INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL,E.T.S.I. INDUSTRIALES,2023,8.13,8.44,0.3099999999999987,8.285,6.98,93.02,7.93,Muy alta,100.0,0.0,Excelente
2023-24,2501659,GRADO EN INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES,E.T.S.I. INDUSTRIALES,2023,7.07,8.63,1.5600000000000005,7.85,7.57,92.43,6.95,Muy alta,99.07,0.9300000000000068,Excelente
2023-24,2501660,GRADO EN INGENIERÍA FORESTAL Y DEL MEDIO NATURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2023,4.42,8.17,3.75,6.295,43.94,56.06,4.3,Media,78.57,21.430000000000007,Buena
2023-24,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2023,6.9,8.6,1.6999999999999993,7.75,10.96,89.03999999999999,8.19,Muy alta,100.0,0.0,Excelente
2023-24,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,2023,7.18,8.62,1.4399999999999995,7.899999999999999,4.96,95.04,7.7,Muy alta,96.75,3.25,Excelente
2023-24,2501662,GRADO EN INGENIERÍA QUÍMICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2023,7.5,8.02,0.5199999999999996,7.76,25.45,74.55,6.15,Muy alta,92.31,7.689999999999998,Excelente
2023-24,2501662,GRADO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,2023,6.98,8.59,1.6099999999999994,7.785,13.4,86.6,5.45,Alta,95.65,4.349999999999994,Excelente
2023-24,2501663,"GRADO EN INGENIERÍA DE SISTEMAS DE TELECOMUNICACIÓN, SONIDO E IMAGEN",ESCUELA POLITECNICA SUPERIOR DE GANDIA,2023,6.82,8.75,1.93,7.785,54.9,45.1,6.77,Muy alta,100.0,0.0,Excelente
2023-24,2502182,GRADO EN INGENIERÍA MECÁNICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2023,6.99,8.29,1.299999999999999,7.64,15.09,84.91,6.27,Muy alta,95.12,4.879999999999996,Excelente
2023-24,2502182,GRADO EN INGENIERÍA MECÁNICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,2023,7.16,8.54,1.379999999999999,7.85,3.75,96.25,6.39,Muy alta,98.41,1.5900000000000034,Excelente
2023-24,2502407,GRADO EN INGENIERÍA DE TECNOLOGÍAS Y SERVICIOS DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,2023,7.55,7.87,0.3200000000000003,7.71,10.34,89.66,7.57,Muy alta,97.14,2.8599999999999994,Excelente
